search_id,hotel_id,lat,lon,hotel_stars,user_stars,num_review,price,chosen
308237297,534143,40.76662,-73.97833,45,4.4,205,469,0
308237297,5550,40.75651,-73.97232,40,4.7,145,249,0
308237297,55596,40.75548,-73.98153,40,4.5,155,289,0
308237297,7288,40.74992,-73.98141,40,4.4,15,299,0
308237297,800989,40.74626,-73.9852,40,4.5,245,179,0
308237297,853497,40.75936,-73.98512,40,4.4,135,260,0
308237297,8736,40.76193,-73.97751,40,4.3,145,239,0
308237297,892034,40.71167,-74.01048,40,4.6,145,179,0
308237297,916343,40.76831,-73.98224,50,4.8,25,695,0
308237297,972776,40.75271,-73.97297,40,4.4,300,269,0
308268087,432835,47.49785,19.05162,50,,,87,1
308268087,432835,47.49785,19.05162,50,,,87,0
308277124,441574,48.87962,2.32895,30,3.2,3,76,1
308293083,1097758,47.502663,19.067094,50,4.7,50,148,1
308293083,11454,47.4994,19.07885,40,3.2,3,70,0
308293083,12661,47.51951,19.05345,40,4.2,5,99,0
308293083,13052,47.49988,19.02621,40,3,5,68,0
308293083,1452877,47.49762,19.06868,30,,,66,0
308293083,1465061,47.48796,19.05797,40,4.5,25,175,0
308293083,1515991,47.51333,19.03945,40,3.5,3,116,0
308293083,1604199,47.496071,19.072445,40,,,138,0
308293083,190728,47.50201,19.0576,40,4.6,35,109,0
308293083,2054080,47.50012,19.05322,30,,,192,0
308293083,21146,47.49834,19.05163,50,4.6,20,209,0
308293083,2123025,47.41241,19.24834,40,4.8,15,89,0
308293083,2226818,47.50189,19.03094,40,4.9,5,224,0
308293083,24189,47.5369,19.04653,50,4.3,10,106,0
308293083,24218,47.49843,19.04793,50,4.2,15,163,0
308293083,2926273,47.495056,19.059327,30,,,101,0
308293083,2932912,47.49907,19.05967,0,,,95,0
308293083,4240,47.50519,19.06341,40,4,5,89,0
308293083,432835,47.49785,19.05162,50,4.6,35,306,0
308293083,45462,47.49195,19.044714,30,4.4,5,91,0
308293083,539455,47.49362,19.06358,40,4,3,174,0
308293083,6003,47.49014,19.06065,40,4,10,137,0
308293083,6295,47.50035,19.10352,40,,,109,0
308293083,892426,47.4977,19.07248,40,4.4,5,116,0
308293083,892908,47.4916,19.05236,30,3.8,5,89,0
308312096,1633507,48.9982,2.51555,10,3.2,3,42,1
308312096,1167981,,,10,3.7,195,42,0
308312096,1179215,48.97394,2.50936,20,3,90,33,0
308312096,1608867,,,10,2.8,5,42,0
308312096,1613297,48.96089,2.55224,10,,,46,0
308312096,1613316,48.76146,2.44796,10,,,40,0
308312096,1614880,48.95,2.4641,10,2.5,5,38,0
308312096,1618365,,,10,2.6,5,34,0
308312096,1618367,48.83774,2.55085,10,,,43,0
308312096,1618368,48.91878,2.22056,10,,,50,0
308312096,1619167,48.8657,2.42684,10,,,51,0
308312096,1619808,48.75998,2.50099,10,,,40,0
308312096,1621852,48.88847,2.59265,10,3.3,3,36,0
308312096,1633278,48.9333,2.30479,10,3.6,5,50,0
308312096,19489,48.87596,2.28681,40,4.7,10,373,0
308312096,2483419,48.880709,2.599335,10,,,40,0
308312096,6901,48.8728,2.30806,40,3.4,10,166,0
308312096,889936,48.85808,2.27986,40,4.7,10,213,0
308312096,906106,48.87203,2.326,40,3.7,10,189,0
308317976,1140762,21.1088,-86.75984,45,4.6,85,340,1
308317976,100,21.04915,-86.77974,40,4.3,270,225,0
308317976,1087294,21.13858,-86.75022,40,4.6,725,712,0
308317976,1110099,21.05789,-86.77823,40,4.4,1035,267,0
308317976,1112,21.08018,-86.76868,40,4.3,245,257,0
308317976,119908,21.09114,-86.76722,45,4.5,95,340,0
308317976,12210,21.109504,-86.763057,40,4.6,40,257,0
308317976,12937,21.13545,-86.75429,40,4.1,100,291,0
308317976,17602,21.1357,-86.7417,40,4.6,830,663,0
308317976,1803011,21.25535,-86.74805,40,5,3,542,0
308317976,18681,21.06698,-86.77603,40,4.5,290,184,0
308317976,19878,21.123,-86.75273,40,4.4,170,216,0
308317976,19906,21.13446,-86.74291,40,4.2,305,247,0
308317976,2203,21.07498,-86.77287,40,4.4,120,220,0
308317976,2270212,21.253662,-86.809845,45,4.8,60,345,0
308317976,24414,21.11281,-86.75849,40,4.4,270,275,0
308317976,428588,20.98886,-86.82838,40,4.7,490,542,0
308317976,428589,21.1138,-86.75791,40,4.8,10,542,0
308317976,428590,21.08957,-86.76675,40,4.7,95,542,0
308317976,525789,21.0831,-86.76929,40,4.4,365,279,0
308317976,582720,21.08784,-86.76843,45,4.7,110,459,0
308317976,8385,21.08601,-86.76907,40,4.7,260,373,0
308338275,14738,48.84418,2.32298,30,3.9,10,201,1
308338275,3389,48.86868,2.33311,40,,,305,0
308338303,571410,21.11112,-86.759,30,4.2,215,196,1
308338303,19878,21.123,-86.75273,40,4.4,170,149,0
308359184,11454,47.4994,19.07885,40,3.2,3,64,1
308359184,1117815,47.50485,19.08176,30,,,69,0
308359184,119483,47.47519,19.09848,30,,,54,0
308359184,1210728,47.49438,19.07869,30,,,80,0
308359184,1291360,47.506186,19.090075,20,3.2,5,36,0
308359184,1452877,47.49762,19.06868,30,,,62,0
308359184,1584300,47.48438,19.07458,30,,,80,0
308359184,1604199,47.496071,19.072445,40,,,95,0
308359184,1768450,47.48324,19.07024,30,,,90,0
308359184,1798057,47.49851,19.06761,25,4.6,5,57,0
308359184,2533116,47.488898,19.082222,40,,,79,0
308359184,2686050,47.4817,19.09871,30,,,82,0
308359184,2690319,47.490123,19.066878,0,,,66,0
308359184,2932989,47.49705,19.06996,30,,,63,0
308359184,2958939,47.47901,19.074415,40,,,89,0
308359184,2976777,47.490346,19.070275,0,,,66,0
308359184,2984566,47.49854,19.0676,0,,,88,0
308359184,2984583,47.491904,19.071093,0,,,43,0
308359184,2993989,47.496853,19.070567,30,,,65,0
308359184,517119,47.47618,19.08479,20,,,46,0
308359184,526004,47.48182,19.07223,40,3.9,5,96,0
308359184,535153,47.47625,19.09195,30,,,46,0
308359184,539455,47.49362,19.06358,40,4,3,72,0
308359184,551408,47.49781,19.07279,40,,,86,0
308359184,6295,47.50035,19.10352,40,,,56,0
308381632,25764,,,40,4.5,135,297,1
308438536,13201,40.74437,-73.98548,40,4.1,110,239,1
308438536,807655,40.76575,-73.97629,50,4.8,20,845,0
308438703,2434507,47.505944,19.028782,40,4.7,3,61,1
308438703,1055796,47.38778,18.97106,40,,,50,0
308438703,1423506,47.59092,19.06864,30,3.8,5,45,0
308438703,1527035,47.58206,19.04957,30,,,27,0
308438703,2104283,47.54985,19.13839,30,3,3,47,0
308438703,2406460,47.479457,18.988899,30,,,50,0
308438703,34709,47.54038,18.93636,30,,,57,0
308438703,455600,47.521925,18.970447,30,,,33,0
308438703,521219,47.50151,19.03993,40,,,88,0
308520267,544043,47.49943,19.04877,40,4.7,25,81,1
308520267,1510858,47.49728,19.057,40,4.4,5,81,0
308533606,115101,48.85909,2.36684,40,4.3,25,107,1
308571417,699744,47.49593,19.04268,40,4.6,190,65,1
308571417,108026,47.48412,18.989,30,,,23,0
308571417,11454,47.4994,19.07885,40,3.5,10,31,0
308571417,11511,47.48915,19.05963,30,,,69,0
308571417,1210728,47.49438,19.07869,30,3,3,45,0
308571417,1245327,47.47815,19.03123,0,,,38,0
308571417,1423506,47.59092,19.06864,30,4,3,35,0
308571417,1465061,47.48796,19.05797,40,4.4,55,75,0
308571417,1527035,47.58206,19.04957,30,,,25,0
308571417,1604199,47.496071,19.072445,40,,,59,0
308571417,1798057,47.49851,19.06761,25,4.5,20,36,0
308571417,1831232,47.57352,19.06513,40,4.2,5,37,0
308571417,2054090,47.50874,19.01878,40,4.8,3,53,0
308571417,2123025,47.41241,19.24834,40,4.8,15,73,0
308571417,2226818,47.50189,19.03094,40,4.9,15,97,0
308571417,2958939,47.47901,19.074415,40,,,47,0
308571417,445440,47.55892,19.06396,40,3.7,3,55,0
308571417,45462,47.49195,19.044714,30,4.4,50,52,0
308571417,794076,47.51876,19.05021,30,3.2,3,42,0
308571417,83396,47.51921,19.05701,50,4.6,3,58,0
308571417,893654,47.50026,19.08095,30,,,45,0
308572918,6735,48.89625,2.2519,30,4.5,5,69,1
308572918,10044,48.87763,2.47556,30,,,65,0
308572918,10673,48.95338,2.48495,30,,,70,0
308572918,10716,48.75167,2.35314,40,,,77,0
308572918,108576,,,30,3.1,10,47,0
308572918,1155034,48.81494,2.41791,30,,,61,0
308572918,1177540,48.82003,2.47496,30,4.2,5,51,0
308572918,13034,48.88765,2.25202,30,4,35,79,0
308572918,1312056,48.97394,2.50936,30,3.3,5,64,0
308572918,1503839,48.91272,2.2316,40,4.1,25,69,0
308572918,1525923,,,30,4,10,66,0
308572918,15709,,,30,,,72,0
308572918,1718973,,,30,4,3,73,0
308572918,2311749,48.78507,2.4216,30,,,64,0
308572918,23278,,,30,,,72,0
308572918,525086,48.89566,2.22196,30,,,69,0
308572918,5415,48.78089,2.44604,30,,,69,0
308572918,5471,48.86774,2.1456,40,,,67,0
308572918,564822,49.02111,2.46477,30,,,57,0
308572918,569823,48.71566,2.36966,30,,,65,0
308572918,6735,48.89625,2.2519,30,4.5,5,69,0
308572918,7980,49.01974,2.59877,40,,,68,0
308572918,84157,,,30,,,65,0
308572918,879434,48.98066,2.50283,30,,,69,0
308572918,891576,48.99815,2.51414,30,,,67,0
308572918,906973,48.81812,2.42243,30,3.7,10,64,0
308608303,544043,47.49943,19.04877,40,4.7,25,81,1
308608303,1510858,47.49728,19.057,40,4.4,5,81,0
308662732,699744,47.49593,19.04268,40,4.5,190,50,1
308662732,11511,47.48915,19.05963,30,,,60,0
308662732,1423506,47.59092,19.06864,30,4,3,32,0
308662732,1798057,47.49851,19.06761,25,4.5,20,30,0
308662732,2406460,47.479457,18.988899,30,,,46,0
308662732,2467419,47.531022,19.082412,30,,,33,0
308662732,2533116,47.488898,19.082222,40,,,50,0
308662732,2535239,47.502714,19.055835,0,,,69,0
308662732,2535246,,,0,,,60,0
308662732,2535248,47.494254,19.058641,0,,,110,0
308662732,2539683,47.481466,19.069418,30,,,70,0
308662732,2690063,47.499955,19.059769,0,,,32,0
308662732,2690563,47.49843,19.05687,0,,,63,0
308662732,2691225,47.50536,19.06512,0,,,60,0
308662732,2692387,47.49952,19.05901,0,,,55,0
308662732,2785329,47.49848,19.05694,0,,,66,0
308662732,2876134,47.487034,19.062901,0,,,41,0
308662732,2908676,47.50031,19.05952,0,,,63,0
308662732,2933005,47.50449,19.06622,0,,,44,0
308662732,2969748,47.477455,19.071717,0,,,39,0
308662732,2976777,47.490346,19.070275,0,,,41,0
308662732,2993987,,,0,,,51,0
308662732,3035049,47.58362,19.06485,0,,,33,0
308662732,83396,47.51921,19.05701,50,4.6,3,58,0
308662732,858379,47.49317,19.05201,40,4.5,20,63,0
308697872,432835,47.49785,19.05162,50,4.6,35,159,1
308697872,1097758,47.502663,19.067094,50,4.7,50,178,0
308697872,11454,47.4994,19.07885,40,3.2,3,61,0
308697872,13052,47.49988,19.02621,40,3,5,51,0
308697872,13511,47.48454,19.05277,40,3.6,10,175,0
308697872,1367703,47.50689,19.05337,40,,,132,0
308697872,1376417,47.47906,18.98801,30,,,48,0
308697872,1465061,47.48796,19.05797,40,4.5,25,85,0
308697872,1831209,47.50319,19.06751,40,,,133,0
308697872,1831232,47.57352,19.06513,40,,,59,0
308697872,190728,47.50201,19.0576,40,4.6,35,109,0
308697872,2054080,47.50012,19.05322,30,,,121,0
308697872,21146,47.49834,19.05163,50,4.6,20,233,0
308697872,2123025,47.41241,19.24834,40,4.8,15,118,0
308697872,2279541,47.49032,19.06888,40,4.7,5,180,0
308697872,24189,47.5369,19.04653,50,4.3,10,112,0
308697872,24218,47.49843,19.04793,50,4.2,15,189,0
308697872,2531,47.4955,19.04934,50,4.5,10,247,0
308697872,4240,47.50519,19.06341,40,4,5,72,0
308697872,539455,47.49362,19.06358,40,4,3,72,0
308697872,6003,47.49014,19.06065,40,4,10,86,0
308697872,699744,47.49593,19.04268,40,4.5,50,119,0
308697872,874181,47.49415,19.05237,40,4.3,15,101,0
308697872,892426,47.4977,19.07248,40,4.4,5,101,0
308697872,892908,47.4916,19.05236,30,3.8,5,76,0
308704103,1901,40.75068,-73.97421,35,4.3,325,266,1
308704103,104193,40.76129,-73.98751,30,4.3,450,224,0
308704103,12117,40.78236,-73.98054,35,4.3,320,299,0
308704103,15987,40.76112,-73.98695,30,4.5,360,359,0
308704103,19707,40.75695,-73.97208,35,4.1,390,309,0
308704103,20213,40.76553,-73.97207,50,4.6,10,745,0
308704103,20288,40.75508,-73.97338,30,3.6,390,299,0
308704103,20525,40.73827,-73.98566,45,4.3,25,452,0
308704103,2366813,40.74999,-73.98618,30,4.7,80,379,0
308704103,24245,40.75906,-73.98624,30,3.2,665,304,0
308704103,25764,,,40,4.4,135,391,0
308704103,3020101,40.74633,-73.98607,20,,,135,0
308704103,306019,40.75543,-73.9814,40,4.8,345,392,0
308704103,3670,40.771392,-73.98241,40,4,305,389,0
308704103,41009,40.75227,-73.9934,35,4.3,445,283,0
308704103,4164,40.76452,-73.98078,35,3.8,1025,349,0
308704103,522605,40.74523,-73.98466,30,3.5,125,249,0
308704103,5358,40.75616,-73.96962,25,4.2,465,271,0
308704103,5628,40.75336,-73.96647,30,4,85,287,0
308704103,6260,40.75957,-73.98539,25,3.4,50,224,0
308704103,67740,40.73954,-73.98274,30,4,75,299,0
308704103,7498,40.76181,-73.98274,35,3.5,150,395,0
308704103,758,,,35,4.4,220,330,0
308704103,853497,40.75936,-73.98512,40,4.4,135,469,0
308705583,433431,48.87117,2.32811,0,,,292,1
308743468,22372,47.49819,19.04776,50,4.1,5,82,1
308743468,1097758,47.502663,19.067094,50,4.8,125,120,0
308743468,1401996,47.4986,19.07017,50,4.5,10,117,0
308743468,1529925,47.50165,19.06687,50,4.6,30,59,0
308743468,21146,47.49834,19.05163,50,4.8,50,118,0
308743468,24189,47.5369,19.04653,50,4.4,25,62,0
308743468,24218,47.49843,19.04793,50,4.4,35,118,0
308743468,2531,47.4955,19.04934,50,4.4,15,109,0
308743468,432835,47.49785,19.05162,50,4.7,80,100,0
308743468,573870,47.51115,19.05597,50,4.4,10,84,0
308743468,806300,47.5128,19.074649,50,4.7,65,69,0
308743468,83396,47.51921,19.05701,50,4.6,3,76,0
308743468,9156,47.50262,19.03291,50,4.6,50,101,0
308759487,535153,47.47625,19.09195,30,,,24,1
308759487,794076,47.51876,19.05021,30,,,46,0
308771840,4240,47.50519,19.06341,40,3.9,10,61,1
308771840,1097758,47.502663,19.067094,50,4.7,35,162,0
308771840,11454,47.4994,19.07885,40,3.3,5,44,0
308771840,12661,47.51951,19.05345,40,4.1,5,73,0
308771840,13052,47.49988,19.02621,40,3.6,15,47,0
308771840,13511,47.48454,19.05277,40,3.4,25,140,0
308771840,1367703,47.50689,19.05337,40,4.6,45,111,0
308771840,1401996,47.4986,19.07017,50,4.7,5,202,0
308771840,1515991,47.51333,19.03945,40,4.5,10,65,0
308771840,190728,47.50201,19.0576,40,4.6,35,74,0
308771840,2054080,47.50012,19.05322,30,4.5,20,77,0
308771840,2099584,47.49815,19.06931,40,4.5,20,73,0
308771840,21146,47.49834,19.05163,50,4.5,35,143,0
308771840,2226818,47.50189,19.03094,40,4.9,5,136,0
308771840,24189,47.5369,19.04653,50,4.2,15,73,0
308771840,24218,47.49843,19.04793,50,4.2,10,111,0
308771840,432835,47.49785,19.05162,50,4.6,10,111,0
308771840,539455,47.49362,19.06358,40,,,49,0
308771840,6003,47.49014,19.06065,40,3.9,10,70,0
308771840,699744,47.49593,19.04268,40,4.3,55,90,0
308771840,798919,47.50048,19.06209,40,3.6,5,69,0
308771840,874181,47.49415,19.05237,40,4,40,89,0
308771840,892426,47.4977,19.07248,40,4,3,79,0
308771840,918754,47.53394,19.05382,40,4.2,3,62,0
308771840,921581,47.494224,19.05494,30,,,248,0
308784261,2506618,47.498466,19.077314,40,5,3,41,1
308784261,1097758,47.502663,19.067094,50,4.8,125,120,0
308784261,1138837,47.50816,19.06581,40,4.8,10,61,0
308784261,1367703,47.50689,19.05337,40,4.7,25,60,0
308784261,1401996,47.4986,19.07017,50,4.5,10,110,0
308784261,1452877,47.49762,19.06868,30,4.6,5,30,0
308784261,1510858,47.49728,19.057,40,4.7,45,87,0
308784261,1529925,47.50165,19.06687,50,4.6,30,59,0
308784261,1831209,47.50319,19.06751,40,4.8,5,51,0
308784261,1857791,47.49036,19.06158,30,4.6,20,34,0
308784261,190728,47.50201,19.0576,40,4.7,115,60,0
308784261,2054080,47.50012,19.05322,30,4.8,25,48,0
308784261,2054090,47.50874,19.01878,40,4.8,3,42,0
308784261,21146,47.49834,19.05163,50,4.8,50,79,0
308784261,2123025,47.41241,19.24834,40,4.8,15,73,0
308784261,2226818,47.50189,19.03094,40,4.9,15,56,0
308784261,2279541,47.49032,19.06888,40,4.9,20,75,0
308784261,2434507,47.505944,19.028782,40,4.8,5,53,0
308784261,432835,47.49785,19.05162,50,4.7,80,80,0
308784261,699744,47.49593,19.04268,40,4.6,190,65,0
308784261,806300,47.5128,19.074649,50,4.7,65,69,0
308784261,83396,47.51921,19.05701,50,4.6,3,52,0
308784261,894738,47.50227,18.96711,40,4.7,50,34,0
308784261,9156,47.50262,19.03291,50,4.7,55,100,0
308814798,2279541,47.49032,19.06888,40,4.9,20,61,1
308814798,1097758,47.502663,19.067094,50,4.8,125,132,0
308814798,1138837,47.50816,19.06581,40,4.8,10,77,0
308814798,1367703,47.50689,19.05337,40,4.7,25,61,0
308814798,1401996,47.4986,19.07017,50,4.5,10,109,0
308814798,1465061,47.48796,19.05797,40,4.4,55,53,0
308814798,1510858,47.49728,19.057,40,4.7,45,118,0
308814798,1515991,47.51333,19.03945,40,4.1,20,58,0
308814798,1529925,47.50165,19.06687,50,4.6,30,83,0
308814798,190728,47.50201,19.0576,40,4.7,115,60,0
308814798,2054090,47.50874,19.01878,40,4.8,3,53,0
308814798,21146,47.49834,19.05163,50,4.8,50,77,0
308814798,2123025,47.41241,19.24834,40,4.8,15,73,0
308814798,2226818,47.50189,19.03094,40,4.9,15,59,0
308814798,22372,47.49819,19.04776,50,4.1,5,80,0
308814798,24189,47.5369,19.04653,50,4.4,25,45,0
308814798,24218,47.49843,19.04793,50,4.4,35,81,0
308814798,2434507,47.505944,19.028782,40,4.8,5,53,0
308814798,2506618,47.498466,19.077314,40,5,3,36,0
308814798,2531,47.4955,19.04934,50,4.5,15,115,0
308814798,25922,47.48923,19.02401,40,,,49,0
308814798,2976635,47.503664,19.052717,40,,,82,0
308814798,432835,47.49785,19.05162,50,4.7,80,90,0
308814798,539455,47.49362,19.06358,40,4.1,5,34,0
308814798,544043,47.49943,19.04877,40,4.5,50,118,0
308814798,573870,47.51115,19.05597,50,4.4,10,83,0
308814798,6003,47.49014,19.06065,40,4.1,30,46,0
308814798,699744,47.49593,19.04268,40,4.6,190,50,0
308814798,806300,47.5128,19.074649,50,4.7,65,81,0
308814798,83396,47.51921,19.05701,50,4.6,3,77,0
308814798,858379,47.49317,19.05201,40,4.5,20,84,0
308814798,894738,47.50227,18.96711,40,4.7,50,33,0
308814798,9156,47.50262,19.03291,50,4.7,55,87,0
308814798,918754,47.53394,19.05382,40,4,10,64,0
308839519,19782,40.75658,-73.97432,40,4.3,325,319,1
308839519,12887,40.7498,-73.99149,20,2.7,475,219,0
308839519,151298,40.7482,-73.98798,35,3.9,255,256,0
308839519,15987,40.76112,-73.98695,30,4.5,360,279,0
308839519,19707,40.75695,-73.97208,35,4.1,390,219,0
308839519,20288,40.75508,-73.97338,30,3.6,390,180,0
308839519,2366813,40.74999,-73.98618,30,4.7,80,279,0
308839519,24245,40.75906,-73.98624,30,3.2,665,199,0
308839519,25033,,,25,3.5,1160,236,0
308839519,25764,,,40,4.4,135,432,0
308839519,25888,40.76446,-73.98082,30,3.8,275,287,0
308839519,26641,40.76455,-73.98163,35,4.2,145,296,0
308839519,28599,40.7616,-73.98447,30,3.6,280,209,0
308839519,306019,40.75543,-73.9814,40,4.8,345,375,0
308839519,41009,40.75227,-73.9934,35,4.3,445,237,0
308839519,4164,40.76452,-73.98078,35,3.8,1025,269,0
308839519,522605,40.74523,-73.98466,30,3.5,125,182,0
308839519,533644,40.76821,-73.98416,35,3.5,270,258,0
308839519,5358,40.75616,-73.96962,25,4.2,465,169,0
308839519,5628,40.75336,-73.96647,30,4,85,289,0
308839519,64131,40.74584,-73.98435,35,4.4,80,221,0
308839519,67740,40.73954,-73.98274,30,4,75,199,0
308839519,7498,40.76181,-73.98274,35,3.5,150,314,0
308839519,758,,,35,4.4,220,370,0
308839519,972776,40.75271,-73.97297,40,4.4,300,310,0
308843422,21146,47.49834,19.05163,50,4.6,20,203,1
308843422,1097758,47.502663,19.067094,50,4.7,50,161,0
308843422,1401996,47.4986,19.07017,50,,,190,0
308843422,1529925,47.50165,19.06687,50,4.8,10,109,0
308843422,24189,47.5369,19.04653,50,4.3,10,109,0
308843422,24218,47.49843,19.04793,50,4.2,15,218,0
308843422,2531,47.4955,19.04934,50,4.5,10,247,0
308843422,432835,47.49785,19.05162,50,4.6,35,189,0
308843422,573870,47.51115,19.05597,50,4.3,5,195,0
308843422,806300,47.5128,19.074649,50,4.8,20,123,0
308843422,83396,47.51921,19.05701,50,,,92,0
308843422,9156,47.50262,19.03291,50,4.8,25,175,0
308886860,4164,40.76452,-73.98078,35,3.5,85,183,1
308886860,1312663,40.78061,-73.94642,30,,,232,0
308886860,14089,,,30,,,102,0
308886860,16135,40.76284,-73.98348,30,4.6,25,213,0
308886860,16970,40.74624,-73.97929,35,4.7,3,250,0
308886860,17822,40.766424,-73.968437,45,,,445,0
308886860,18752,40.74975,-73.97953,40,3.8,3,315,0
308886860,19782,40.75658,-73.97432,40,4.1,15,264,0
308886860,22754,,,30,,,76,0
308886860,23677,40.75186,-73.97716,35,4.1,35,285,0
308886860,2471808,40.764528,-73.977775,40,,,267,0
308886860,24954,40.76025,-73.98478,35,5,3,269,0
308886860,27924,40.76299,-73.98005,40,,,339,0
308886860,327886,40.70778,-74.0069,40,,,249,0
308886860,3281,40.75968,-73.9843,40,3.7,3,280,0
308886860,40338,40.76843,-73.98154,45,4.8,5,476,0
308886860,40553,40.77437,-73.96344,45,,,411,0
308886860,423480,40.71484,-74.01617,35,4.3,5,260,0
308886860,533673,40.75776,-73.98312,40,,,290,0
308886860,64653,40.76489,-73.98059,35,,,273,0
308886860,6697,40.75872,-73.98345,35,3.8,15,175,0
308886860,758,,,35,3.6,10,203,0
308886860,800989,40.74626,-73.9852,40,3.4,10,228,0
308886860,807855,40.75557,-73.98174,40,,,237,0
308886860,888874,,,30,,,109,0
308889705,1210728,47.49438,19.07869,30,3.3,3,37,1
308941265,9156,47.50262,19.03291,50,4.8,25,146,1
308941265,573870,47.51115,19.05597,50,4.3,5,184,0
309082884,892426,47.4977,19.07248,40,4.4,5,90,1
309082884,1107874,47.49926,19.05812,40,4.3,3,146,0
309082884,13052,47.49988,19.02621,40,3,5,53,0
309082884,1401996,47.4986,19.07017,50,,,231,0
309082884,1515991,47.51333,19.03945,40,3.5,3,91,0
309082884,1584300,47.48438,19.07458,30,,,69,0
309082884,190728,47.50201,19.0576,40,4.6,35,140,0
309082884,21146,47.49834,19.05163,50,4.6,20,197,0
309082884,2419462,47.600629,19.114027,40,,,166,0
309082884,24218,47.49843,19.04793,50,4.2,15,142,0
309082884,2531,47.4955,19.04934,50,4.4,5,182,0
309082884,25922,47.48923,19.02401,40,,,78,0
309082884,2926273,47.495056,19.059327,30,,,115,0
309082884,2932912,47.49907,19.05967,0,,,95,0
309082884,4240,47.50519,19.06341,40,4,5,102,0
309082884,432835,47.49785,19.05162,50,4.6,35,324,0
309082884,525082,47.47978,19.06826,30,,,55,0
309082884,526004,47.48182,19.07223,40,3.9,5,92,0
309082884,539455,47.49362,19.06358,40,4,3,106,0
